0,0.0,0.0
1,0.0,0.0
2,0.105387,0.112281
3,0.546403,0.562074
4,0.692292,0.695612
5,0.748363,0.744276
6,0.772033,0.771308
7,0.798596,0.802033
8,0.818178,0.819537
9,0.827686,0.827586
10,0.834275,0.830816
11,0.838497,0.833713
12,0.840493,0.837848
13,0.841683,0.838939
14,0.845353,0.843432
15,0.847263,0.844206
16,0.84672,0.8457
17,0.847653,0.848396
18,0.848089,0.849095
19,0.849484,0.84895
20,0.851392,0.849039
21,0.851778,0.850055
22,0.852718,0.852829
23,0.852571,0.853134
24,0.85353,0.853973
25,0.853803,0.852888
26,0.85385,0.851435
27,0.854132,0.852995
28,0.854158,0.852328
29,0.853976,0.85202
30,0.854185,0.851966
31,0.854493,0.85165
32,0.855265,0.851805
33,0.855191,0.85202
34,0.855323,0.852073
35,0.855058,0.852595
36,0.856139,0.854978
37,0.856174,0.854722
38,0.856652,0.855083
39,0.856869,0.855443
40,0.857177,0.856268
41,0.857445,0.855856
42,0.857849,0.856267
43,0.857679,0.856061
44,0.857838,0.856215
45,0.8581,0.855752
46,0.857997,0.856834
47,0.858231,0.856113
48,0.858476,0.85771
49,0.858886,0.857452
50,0.859062,0.857761
51,0.859166,0.857246
52,0.859496,0.857246
53,0.859746,0.857916
54,0.860083,0.858224
55,0.860436,0.858739
56,0.860528,0.85915
57,0.860351,0.858893
58,0.860488,0.85951
59,0.860773,0.859355
60,0.861633,0.85982
61,0.86214,0.859769
62,0.862102,0.860076
63,0.862716,0.859712
64,0.86282,0.860741
65,0.863123,0.860486
66,0.86347,0.860331
67,0.863617,0.860591
68,0.863826,0.860486
69,0.864111,0.861001
70,0.864708,0.860746
71,0.865022,0.859665
72,0.865287,0.860486
73,0.865554,0.860022
74,0.865879,0.860022
75,0.866079,0.860996
76,0.866358,0.861151
77,0.866422,0.861306
78,0.866676,0.860896
79,0.867081,0.861361
80,0.867114,0.861566
81,0.867332,0.861566
82,0.867381,0.862237
83,0.867913,0.861566
84,0.867807,0.861106
85,0.867915,0.860846
86,0.868068,0.860951
87,0.868401,0.861311
88,0.868929,0.862032
89,0.868809,0.862851
90,0.869335,0.862646
91,0.86965,0.862286
92,0.869643,0.862392
93,0.86977,0.862653
94,0.870235,0.862237
95,0.870153,0.860851
96,0.870323,0.861876
97,0.870407,0.861516
98,0.870636,0.861466
99,0.870905,0.861721
100,0.870865,0.862336
101,0.870923,0.86254
102,0.871115,0.862696
103,0.871263,0.862286
104,0.871373,0.862802
105,0.871626,0.862187
106,0.871846,0.862597
107,0.872012,0.862498
108,0.87229,0.862491
109,0.872322,0.862696
110,0.872314,0.862957
111,0.872411,0.862448
112,0.872584,0.862653
113,0.872774,0.862293
114,0.873071,0.863431
115,0.87334,0.864153
116,0.873627,0.863948
117,0.873792,0.8643
118,0.873944,0.864456
119,0.874291,0.86389
120,0.874591,0.864251
121,0.875042,0.865128
122,0.874945,0.864505
123,0.874995,0.864709
124,0.875115,0.864865
125,0.87514,0.864553
126,0.875412,0.86466
127,0.875696,0.865225
128,0.875911,0.865128
129,0.876098,0.865381
130,0.876154,0.865742
131,0.876266,0.865586
132,0.876393,0.865742
133,0.876464,0.865742
134,0.876643,0.865693
135,0.876606,0.86544
136,0.877046,0.866005
137,0.877164,0.865898
138,0.877286,0.866054
139,0.877394,0.866102
140,0.877416,0.866306
141,0.877669,0.866102
142,0.877913,0.866306
143,0.878011,0.865898
144,0.877923,0.865742
145,0.878096,0.865849
146,0.878238,0.865742
147,0.878408,0.866162
148,0.878395,0.866823
149,0.878783,0.866366
150,0.878823,0.866005
151,0.878898,0.865801
152,0.879144,0.865801
153,0.87921,0.865801
154,0.879502,0.865909
155,0.879693,0.866582
156,0.879725,0.866426
157,0.87976,0.866426
158,0.879938,0.866065
159,0.880045,0.86586
160,0.879989,0.865909
161,0.880056,0.865704
162,0.880154,0.865909
163,0.880613,0.866065
164,0.880665,0.866474
165,0.88091,0.867196
166,0.88091,0.867352
167,0.881011,0.867148
168,0.881278,0.866691
169,0.881336,0.866486
170,0.881456,0.866691
171,0.881618,0.867413
172,0.881782,0.867257
173,0.881658,0.867257
174,0.8818,0.867257
175,0.882043,0.86757
176,0.882155,0.86757
177,0.882325,0.867618
178,0.882405,0.867161
179,0.882768,0.86757
180,0.882684,0.867979
181,0.8827,0.868545
182,0.882767,0.86834
183,0.882824,0.868654
184,0.882699,0.868654
185,0.882854,0.868497
186,0.882815,0.868654
187,0.882908,0.868654
188,0.882939,0.869063
189,0.883099,0.869063
190,0.883156,0.868654
191,0.883157,0.868245
192,0.883143,0.868088
193,0.883201,0.868136
194,0.883325,0.868183
195,0.883415,0.868388
196,0.883437,0.86834
197,0.883508,0.867979
198,0.883677,0.867979
199,0.883877,0.867822
200,0.883873,0.86834
201,0.883793,0.86834
202,0.883943,0.867775
203,0.884001,0.867931
204,0.884054,0.868136
205,0.884139,0.867979
206,0.884197,0.867618
207,0.884357,0.868592
208,0.88454,0.868435
209,0.884735,0.868027
210,0.884859,0.867918
211,0.885117,0.86787
212,0.885135,0.868027
213,0.885184,0.86787
214,0.885228,0.867979
215,0.885268,0.868435
216,0.885277,0.868483
217,0.885441,0.868122
218,0.885437,0.868388
219,0.885655,0.868639
220,0.88582,0.868953
221,0.885797,0.869204
222,0.885797,0.869361
223,0.885801,0.869
224,0.885743,0.869
225,0.886126,0.869314
226,0.88617,0.869157
227,0.886299,0.868906
228,0.886282,0.868906
229,0.88638,0.868435
230,0.886464,0.868435
231,0.886553,0.868639
232,0.886517,0.868749
233,0.886579,0.868953
234,0.886828,0.868953
235,0.886864,0.868545
236,0.886952,0.869377
237,0.88701,0.869534
238,0.887277,0.868764
239,0.88722,0.868764
240,0.8873,0.868607
241,0.88746,0.868764
242,0.887562,0.86845
243,0.887838,0.869125
244,0.887887,0.869329
245,0.888039,0.869329
246,0.888096,0.869172
247,0.88815,0.868968
248,0.888426,0.86922
249,0.888355,0.86922
250,0.888377,0.86922
251,0.888288,0.86922
252,0.888288,0.869063
253,0.888364,0.868906
254,0.888506,0.868906
255,0.888746,0.869063
256,0.888902,0.869267
257,0.888884,0.869424
258,0.888951,0.869063
259,0.889138,0.868701
260,0.889192,0.868701
261,0.889361,0.868701
262,0.889339,0.868906
263,0.889321,0.868701
264,0.889365,0.869063
265,0.889481,0.869015
266,0.889508,0.868968
267,0.889592,0.868968
268,0.889766,0.868921
269,0.889917,0.869487
270,0.890015,0.869487
271,0.890015,0.869487
272,0.890238,0.869958
273,0.890243,0.869392
274,0.890349,0.869754
275,0.890381,0.869958
276,0.89051,0.869707
277,0.890706,0.869864
278,0.890813,0.869864
279,0.89087,0.869817
280,0.891031,0.869864
281,0.891124,0.869817
282,0.891165,0.870022
283,0.89128,0.870022
284,0.891343,0.870541
285,0.891481,0.870085
286,0.891646,0.870243
287,0.891654,0.870605
288,0.891686,0.87029
289,0.891712,0.870243
290,0.891814,0.87029
291,0.891779,0.87029
292,0.891823,0.87029
293,0.892086,0.870652
294,0.892038,0.870337
295,0.892376,0.86977
296,0.892376,0.86977
297,0.892452,0.869928
298,0.892452,0.869928
299,0.892693,0.870448
300,0.892858,0.870401
301,0.892764,0.869928
302,0.892853,0.870132
303,0.892974,0.870494
304,0.893098,0.870448
305,0.89325,0.870448
306,0.893335,0.870746
307,0.893416,0.870494
308,0.893496,0.870132
309,0.89362,0.870022
310,0.893532,0.869975
311,0.893554,0.86977
312,0.893608,0.86977
313,0.89363,0.869565
314,0.893751,0.869518
315,0.89372,0.86988
316,0.893881,0.869723
317,0.894015,0.869817
318,0.894081,0.870179
319,0.894277,0.870022
320,0.894231,0.870179
321,0.894276,0.869864
322,0.894437,0.870022
323,0.894719,0.869298
324,0.894732,0.87029
325,0.894723,0.869565
326,0.894834,0.86966
327,0.895038,0.86925
328,0.895061,0.869928
329,0.895231,0.870085
330,0.895369,0.86988
331,0.895444,0.869723
332,0.895697,0.870699
333,0.896062,0.87029
334,0.895975,0.86977
335,0.896029,0.869928
336,0.896113,0.869723
337,0.896216,0.870038
338,0.89631,0.870243
339,0.896505,0.86988
340,0.896487,0.870354
341,0.896615,0.870716
342,0.896686,0.870716
343,0.896686,0.870921
344,0.896816,0.870921
345,0.896896,0.870716
346,0.896975,0.870763
347,0.897117,0.870921
348,0.897127,0.870921
349,0.897083,0.870716
350,0.897203,0.870511
351,0.897355,0.870921
352,0.897534,0.870921
353,0.897592,0.870921
354,0.897618,0.87078
355,0.898077,0.87078
356,0.898215,0.870669
